datetime,Acanthoica_quattrospina,Akashiwo,Alexandrium_catenella,Amphidinium,Amylax,Apedinella,Asterionellopsis_glacialis,Bacillaria,Bacillariophyceae,Bacteriastrum,Balanion,Biddulphia,Calciopappus,Calciosolenia_brasiliensis,Cerataulina_pelagica,Ceratium,Ceratium_furca,Ceratium_fusus,Ceratium_lineatum,Chaetoceros,Chaetoceros_danicus,Chaetoceros_didymus,Chaetoceros_didymus_TAG_external_flagellate,Chaetoceros_peruvianis,Chaetoceros_similis,Chaetoceros_socialis,Chaetoceros_subtilis,Chaetoceros_tenuissimus,Chaetoceros_throndsenii,Chroomonas,Chrysochromulina,Chrysochromulina_lanceolata,Corethron_hystrix,Corymbellus,Coscinodiscus,Cylindrotheca,Cylindrotheca_min,Dactyliosolen_blavyanus,Dactyliosolen_fragilissimus,Delphineis,Dictyocha,Dictyocysta,Didinium,Dinobryon,Dinophyceae,Dinophysis_acuminata,Dinophysis_norvegica,Dinophysis_tripos,Ditylum_brightwellii,Emiliania_huxleyi,Ephemera,Eucampia,Eucampia_morphytype1,Euglena,Euplotes,Euplotes_morphotype1,Eutintinnus,Favella,Gonyaulax,Guinardia_delicatula,Guinardia_delicatula_TAG_Amphidinium_grazing,Guinardia_delicatula_TAG_external_parasite,Guinardia_delicatula_TAG_internal_parasite,Guinardia_flaccida,Guinardia_striata,Gyrodinium,Hemiaulus,Hemiaulus_membranaceus,Heterocapsa_rotundata,Heterocapsa_triquetra,Karenia,Katodinium_or_Torodinium,Laboea_strobila,Lauderia_annulata,Leegaardiella_ovalis,Leptocylindrus,Leptocylindrus_mediterraneus,Licmophora,Margalefidinium,Mesodinium,Nanoneis,Odontella,Ophiaster,Oxytoxum,Paralia_sulcata,Parvicorbicula_socialis,Phaeocystis,Phaeocystis_single,Pleuronema,Pleurosigma,Polykrikos,Prorocentrum,Prorocentrum_micans,Prorocentrum_triestinum,Proterythropsis,Protoperidinium,Pseudo-nitzschia,Pseudochattonella_farcimen,Pyramimonas,Pyramimonas_longicauda,Pyramimonas_morphotype1,Radiozoa,Rhabdosphaera,Rhizosolenia,Scrippsiella,Skeletonema,Stenosemella_morphotype1,Stenosemella_pacifica,Stephanopyxis,Strobilidium,Strombidium_capitatum,Strombidium_conicum,Strombidium_inclinatum,Strombidium_morphotype1,Strombidium_morphotype2,Strombidium_oculatum,Strombidium_wulffi,Syracosphaera_pulchra,Thalassionema,Thalassiosira,Thalassiosira_TAG_external_detritus,Thalassiosira_sp_aff_mala,Tiarina_fusus,Tintinnida,Tintinnidium_mucicola,Tintinnopsis,Tontonia_appendiculariformis,Tontonia_gracillima,Vicicitus_globosus,Warnowia,amoeba,ciliate,coccolithophorid,cryptophyta,flagellate,flagellate_morphotype1,flagellate_morphotype3,pennate,pennate_Thalassionema,pennate_morphotype1,pollen,shellfish_larvae,square_unknown,unknown2,zooplankton
2021-05-08 09:13:18+00:00,1,0,1,0,0,0,0,0,190,1,11,0,1,0,8,0,1,1,3,132,1,7,0,0,0,14,0,3,0,0,3,0,1,1,0,18,0,4,4,0,1,0,0,0,122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,7,0,1,75,1,6,10,0,7,0,21,4,0,0,0,6,0,5,0,0,3,8,540,0,0,1,0,0,0,0,1,39,0,75,0,0,0,0,4,0,15,0,1,0,0,0,0,0,0,0,0,0,5,0,32,0,3,0,3,0,0,0,0,0,1,2,1,10,14,21,1,21,31,0,0,0,0,6,2,0
2021-05-08 09:37:39+00:00,1,0,2,0,0,0,0,0,268,1,11,0,2,0,0,1,0,0,6,138,2,5,0,0,0,20,0,2,1,0,1,0,2,0,3,14,1,2,1,0,0,0,0,2,151,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8,7,0,0,103,0,6,26,0,8,0,14,8,0,0,0,2,0,5,2,0,5,13,632,1,1,0,1,0,0,2,2,46,0,111,0,0,0,1,6,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,21,0,4,0,2,0,0,0,0,0,0,6,5,16,22,26,0,33,27,0,0,0,0,4,2,2
2021-05-08 10:02:00+00:00,0,0,1,0,0,0,0,0,296,1,14,0,4,0,2,0,0,0,4,177,3,5,0,0,0,13,0,4,1,0,2,0,2,0,2,9,1,1,1,0,7,0,0,2,192,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,1,1,4,0,0,136,0,6,25,0,14,0,11,3,0,0,0,1,0,3,1,0,5,15,740,0,1,0,0,0,0,0,4,29,0,116,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0,3,0,0,0,0,2,0,0,0,4,5,24,20,23,0,29,26,0,0,0,0,1,1,0
2021-05-08 10:26:21+00:00,0,0,1,0,0,1,0,0,271,1,6,1,6,0,0,0,0,1,1,160,1,1,0,0,0,13,0,2,0,1,2,0,3,0,2,9,1,1,1,0,8,0,0,1,199,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,4,7,0,0,161,0,5,19,0,5,0,10,12,0,0,0,3,0,1,0,0,3,14,773,0,0,0,0,0,0,2,2,39,0,131,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,1,0,1,0,39,1,3,0,4,0,0,0,0,0,0,10,5,28,23,20,1,25,38,0,0,0,0,5,0,2
2021-05-08 10:50:42+00:00,0,0,0,0,0,0,0,0,273,0,9,0,5,0,3,0,1,1,1,168,0,0,0,0,0,18,0,1,0,1,4,1,0,0,1,11,1,3,1,0,5,0,0,3,191,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,4,5,0,0,165,0,3,24,0,8,1,5,3,0,0,0,3,0,2,1,0,8,12,734,0,0,0,0,0,1,0,2,36,0,119,0,1,0,1,1,0,8,0,1,0,0,0,0,0,0,0,0,0,3,2,39,0,9,0,0,0,0,0,1,0,0,5,11,30,21,15,1,33,49,0,0,0,0,6,0,0
2021-05-08 11:15:03+00:00,0,0,1,0,0,1,0,0,277,1,17,0,0,0,1,0,0,1,2,149,2,1,0,0,0,14,0,4,0,0,1,0,0,0,2,11,2,4,1,0,16,0,0,0,200,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,1,5,0,0,210,0,5,21,0,4,1,12,0,0,0,0,6,0,3,4,0,6,13,673,1,0,0,0,0,0,0,1,48,0,119,0,1,0,0,3,0,9,0,1,0,0,0,0,0,1,0,0,0,1,3,43,0,5,0,2,0,0,0,0,0,0,4,6,22,18,33,1,26,41,0,0,1,0,9,0,0
2021-05-08 11:39:23+00:00,0,0,0,1,0,0,0,0,273,1,12,0,2,0,0,0,0,0,1,140,0,1,0,0,0,8,0,3,0,0,3,0,1,2,1,7,0,2,2,0,6,0,0,1,151,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,169,0,3,14,0,7,1,7,0,0,0,0,1,0,2,0,0,5,10,729,0,1,0,1,0,0,1,0,30,0,117,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,5,0,0,1,0,1,0,0,0,5,3,16,16,25,0,19,35,1,0,0,0,4,1,1
2021-05-08 12:03:44+00:00,0,0,2,0,1,0,0,0,273,2,4,0,4,0,1,1,0,0,1,161,0,2,0,0,0,14,0,3,0,1,1,0,2,0,0,11,0,2,1,0,3,1,0,0,164,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,0,1,2,5,0,0,182,0,3,24,0,8,0,8,1,0,0,1,2,0,4,2,0,4,13,700,1,0,0,0,0,0,0,0,25,0,114,0,0,0,0,5,1,8,0,0,0,0,0,0,0,1,0,0,0,0,4,36,0,3,0,3,0,0,0,0,0,0,4,6,22,13,23,0,29,32,2,0,0,0,9,1,2
2021-05-08 12:28:04+00:00,0,0,0,0,0,0,0,0,251,0,15,0,3,1,1,0,0,0,0,176,1,0,0,0,0,17,0,2,0,1,3,0,2,0,2,10,1,2,0,0,7,0,0,1,181,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,6,0,0,171,0,4,23,0,11,0,8,1,0,0,0,5,0,3,1,0,5,16,585,0,1,0,0,0,0,0,0,31,0,99,0,0,0,1,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,6,0,2,0,0,2,0,0,0,8,4,30,19,27,0,23,38,0,0,0,0,3,0,1
2021-05-08 12:52:25+00:00,0,0,0,0,0,1,0,0,222,0,18,0,2,0,1,0,0,0,2,149,0,2,0,0,0,15,0,5,1,0,2,0,0,0,1,5,1,0,2,0,5,0,0,0,175,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,1,4,0,0,143,0,5,23,0,4,0,8,0,0,0,0,2,0,3,2,0,5,16,684,0,1,0,0,0,0,0,1,31,0,128,0,0,0,0,4,0,8,0,0,0,0,0,0,1,0,0,1,0,0,2,41,1,6,0,5,0,0,1,0,0,0,1,1,33,31,24,0,33,32,0,0,0,0,4,1,0
2021-05-08 13:16:45+00:00,0,0,0,1,0,0,0,0,270,0,17,0,1,0,2,0,0,1,0,125,0,1,0,0,0,8,0,1,1,1,2,0,0,0,1,9,1,1,0,0,10,0,0,2,162,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,159,0,2,13,0,5,0,9,0,0,0,0,1,0,0,2,0,2,22,680,0,0,0,0,0,0,0,0,30,0,125,0,0,0,0,3,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,34,0,8,0,1,0,0,0,0,0,1,3,3,27,18,22,0,36,27,0,0,0,0,11,1,0
2021-05-08 13:41:05+00:00,0,0,0,0,0,0,0,1,278,1,9,0,2,0,1,0,0,0,1,140,0,2,0,0,0,11,0,6,0,2,1,1,2,0,1,5,0,1,1,0,10,0,0,1,174,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,1,2,0,0,202,0,2,14,0,4,0,2,0,0,0,0,1,0,3,3,0,6,16,701,0,0,0,0,0,0,0,3,20,0,126,0,0,0,1,1,0,11,0,0,0,0,0,0,0,1,0,1,0,0,3,41,0,7,0,2,0,0,0,0,0,1,3,5,21,28,32,0,36,44,1,0,0,0,6,0,2
2021-05-08 14:05:25+00:00,0,0,1,0,1,0,0,0,266,4,11,0,3,0,2,0,0,0,0,173,0,0,0,0,0,9,0,4,0,0,3,0,0,0,2,8,1,1,0,0,9,0,0,1,182,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2,4,0,0,200,0,2,30,0,6,0,4,1,0,0,0,2,0,3,2,0,7,18,630,0,0,0,1,0,0,0,0,24,0,121,0,0,1,0,4,1,11,0,0,0,0,0,0,0,1,0,2,0,1,3,28,0,5,0,3,0,0,0,0,0,0,3,2,22,28,21,0,41,46,0,0,0,0,11,0,1
2021-05-08 14:29:45+00:00,0,0,1,0,0,1,1,0,267,1,18,0,4,0,2,0,1,0,1,155,0,4,0,0,0,10,0,3,0,0,3,0,2,0,1,3,1,2,0,0,3,0,0,1,184,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,177,0,2,17,0,10,0,4,0,0,0,0,2,0,2,1,0,7,13,625,0,1,0,0,0,0,0,0,27,0,115,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,1,0,0,2,27,0,7,0,0,0,0,0,0,0,0,4,1,19,30,22,0,41,37,0,0,0,0,8,2,1
2021-05-08 14:54:05+00:00,0,0,2,0,0,0,0,0,267,1,25,0,6,0,0,0,0,0,1,162,0,3,0,0,0,13,0,2,1,0,6,1,1,0,1,7,1,2,0,0,10,0,0,0,168,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0,0,170,1,2,18,0,8,0,5,1,0,0,0,4,0,2,0,0,1,17,554,0,0,0,0,0,0,0,2,21,0,112,0,0,0,0,2,0,18,0,0,0,0,0,0,0,1,0,0,0,1,2,41,0,9,0,2,0,0,0,0,0,0,2,4,22,30,27,0,36,45,0,0,0,0,13,2,1
2021-05-08 15:18:26+00:00,0,0,0,1,0,0,1,0,256,1,12,0,4,0,0,0,1,0,3,167,1,0,0,0,0,11,0,4,0,0,4,0,1,0,3,4,3,1,3,0,9,0,0,1,189,0,0,0,0,1,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,3,1,0,175,0,1,17,0,3,0,2,0,0,0,0,1,0,3,1,0,3,14,591,0,0,0,0,0,0,0,2,17,0,103,0,1,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,35,0,5,0,2,0,0,1,0,0,0,7,2,18,15,25,0,33,35,0,0,0,0,5,3,0
2021-05-08 15:42:47+00:00,0,0,0,0,0,0,0,0,284,0,19,0,2,0,1,0,0,0,2,157,0,0,0,0,0,12,0,2,1,0,3,0,0,0,3,4,1,1,2,0,9,0,0,3,194,0,0,0,0,0,0,3,0,0,0,0,1,2,0,1,0,0,0,0,1,1,0,0,197,0,1,22,0,12,0,9,0,0,0,0,1,0,3,2,0,6,20,588,0,1,0,0,0,0,0,0,32,0,114,0,0,0,0,2,0,8,0,0,0,0,0,0,0,1,0,0,0,1,3,41,0,8,0,2,0,0,1,0,0,0,5,3,23,26,29,1,33,53,0,0,0,0,11,2,0
2021-05-08 16:07:06+00:00,0,0,1,0,0,0,0,0,275,0,19,0,5,0,1,0,0,0,1,168,1,0,0,0,0,12,1,2,0,1,3,0,0,0,3,3,4,2,1,0,12,0,0,1,205,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,1,2,0,0,176,0,2,14,0,7,0,3,0,0,0,0,1,0,0,2,0,5,24,554,0,0,0,0,0,0,1,3,18,0,109,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,2,42,0,8,0,3,0,0,1,1,0,0,10,2,27,24,27,0,34,37,0,0,0,0,10,2,0
2021-05-08 16:31:27+00:00,0,0,0,0,0,0,0,0,289,0,17,0,1,0,0,0,0,0,2,178,0,0,0,0,0,11,0,2,1,0,7,0,0,0,1,5,0,2,1,0,9,0,0,1,197,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,4,5,0,0,192,0,0,11,0,3,1,4,0,0,0,1,1,0,0,1,0,1,17,582,0,1,0,1,0,0,0,0,14,0,87,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,32,0,4,0,2,0,0,0,0,0,0,4,4,26,20,24,0,33,23,0,0,0,0,3,2,1
2021-05-08 16:55:48+00:00,0,0,1,0,0,1,0,0,289,1,11,0,4,0,0,0,0,0,4,164,0,0,0,0,0,5,0,3,0,0,7,0,1,0,1,2,0,0,0,0,2,0,0,1,174,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,0,182,0,0,13,0,6,0,2,0,0,0,1,1,0,2,1,0,7,15,540,0,2,0,0,0,0,0,0,19,0,109,0,0,1,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,1,2,42,1,6,0,1,0,0,0,0,0,0,8,3,22,14,35,1,30,30,0,0,0,0,5,0,0
2021-05-08 17:20:09+00:00,0,0,0,0,0,0,0,0,272,0,8,0,5,0,1,0,0,0,1,192,1,0,0,0,0,4,0,3,0,0,3,0,1,0,2,2,1,3,0,0,5,0,0,0,193,0,0,0,0,0,0,4,0,1,0,0,2,4,0,0,0,0,0,0,0,3,0,0,196,0,2,19,0,1,0,5,0,0,0,0,0,0,1,2,0,4,21,555,0,1,0,0,0,0,0,0,18,0,121,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0,5,0,2,0,0,0,0,0,0,6,4,19,24,29,0,20,29,0,0,0,0,4,1,1
2021-05-08 17:44:30+00:00,0,0,1,0,0,0,1,0,313,0,8,0,8,0,1,0,0,0,2,183,1,0,0,0,0,5,1,6,1,0,8,0,1,0,2,2,1,0,0,0,7,0,0,2,207,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,5,0,0,208,0,0,17,0,9,0,3,1,0,0,0,4,0,1,4,0,3,8,528,0,1,0,0,0,0,0,0,21,0,108,0,0,0,0,2,0,15,0,0,0,0,0,0,0,1,0,0,0,2,3,35,0,8,1,1,0,0,1,0,0,0,6,7,13,19,30,0,35,32,0,0,0,0,9,1,2
2021-05-08 18:08:50+00:00,1,0,0,0,0,0,0,0,299,1,11,0,7,0,1,1,1,1,1,167,2,1,0,0,0,13,0,3,0,0,2,0,0,0,1,0,0,1,0,0,8,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,3,0,0,196,0,1,15,0,2,0,3,1,0,0,0,1,0,2,2,0,5,20,592,0,2,0,0,0,0,0,0,24,0,115,1,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,1,2,25,0,7,0,1,0,0,0,0,0,0,0,2,20,14,32,0,26,25,0,0,0,0,6,1,0
2021-05-08 18:33:11+00:00,0,0,0,0,0,0,0,0,290,0,7,0,7,0,0,1,0,0,1,189,0,4,0,0,0,7,0,1,0,0,2,0,1,0,3,1,0,0,0,0,5,0,0,0,199,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,225,0,2,17,0,5,1,4,0,0,0,0,2,0,1,2,0,6,15,576,0,0,0,2,0,0,1,1,14,0,111,0,0,0,0,2,0,15,0,0,0,0,0,0,0,1,0,0,0,0,3,44,0,4,0,2,0,0,0,0,0,0,5,1,15,20,19,0,34,27,0,0,0,0,4,0,0
2021-05-08 18:57:31+00:00,0,0,0,0,0,0,0,0,271,1,14,0,2,0,0,0,0,0,2,193,0,0,0,0,0,15,0,4,0,0,2,0,0,0,2,8,2,3,1,0,8,0,0,0,168,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,205,0,1,15,0,8,0,2,0,0,0,0,2,0,1,2,0,9,14,553,0,0,0,0,0,0,1,0,21,0,108,0,0,0,0,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,2,45,0,2,0,1,0,0,0,0,0,0,3,1,25,19,24,0,28,30,0,0,0,0,3,1,0
2021-05-08 19:21:52+00:00,0,0,1,0,0,0,0,0,275,0,6,0,1,0,3,1,0,0,0,167,0,0,0,0,0,7,0,4,0,0,1,0,0,0,3,4,1,1,2,0,4,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,9,0,0,207,1,2,12,0,3,0,4,0,0,0,0,2,0,1,1,0,6,17,584,0,2,1,1,0,0,0,1,23,0,115,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,2,34,0,10,0,2,0,0,0,0,0,0,6,3,16,19,24,0,34,36,0,0,0,0,8,1,1
2021-05-08 19:46:13+00:00,0,0,0,0,0,0,0,0,295,1,7,0,14,0,0,0,0,0,1,182,1,1,0,0,0,12,0,2,1,0,0,0,1,0,2,3,1,1,0,0,4,0,0,1,170,0,0,0,0,1,0,2,0,1,0,0,1,1,0,0,0,0,0,0,2,2,0,0,234,0,0,16,0,8,1,7,0,0,0,0,0,0,1,2,0,11,26,577,0,1,0,0,0,0,0,3,24,0,124,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,5,0,1,0,0,1,0,0,0,3,2,15,21,35,0,18,28,0,0,0,0,5,0,1
2021-05-08 20:10:32+00:00,0,0,0,0,0,0,0,0,266,0,3,0,3,0,0,0,0,0,3,194,0,0,0,0,0,10,0,3,0,0,1,0,0,0,4,2,0,0,2,0,12,0,0,1,193,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,243,0,1,20,0,6,0,6,2,0,0,0,1,0,2,4,0,3,11,572,0,1,0,0,0,0,0,1,25,0,113,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,30,0,10,0,3,0,0,0,0,0,0,2,7,16,20,23,0,30,30,0,0,0,0,3,0,1
2021-05-08 20:34:52+00:00,0,0,1,0,1,0,0,0,270,1,11,0,3,0,0,0,0,0,0,201,0,1,0,0,0,10,0,5,0,0,2,0,3,1,3,3,0,0,2,0,8,0,0,0,186,0,1,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,3,0,2,0,0,242,0,3,17,0,5,0,4,0,0,0,0,0,0,1,1,0,3,13,598,0,0,0,0,0,0,0,0,24,0,108,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,36,0,6,0,0,0,0,0,0,0,0,2,3,13,13,23,0,19,29,0,0,0,0,2,1,0
2021-05-08 20:59:12+00:00,0,1,0,0,1,0,0,0,261,1,14,0,4,0,1,0,0,0,2,179,0,1,0,0,0,8,0,5,0,0,6,0,0,0,0,0,0,1,0,0,10,0,0,0,224,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,263,0,0,24,0,4,0,3,0,0,0,0,2,0,1,1,0,2,11,559,1,1,0,0,0,0,0,1,27,0,123,0,0,0,0,2,0,9,0,0,0,0,0,0,0,2,0,0,0,0,1,46,0,4,0,1,0,0,0,0,0,0,1,5,15,30,28,0,35,23,0,0,0,0,8,1,1
2021-05-08 21:23:33+00:00,0,0,0,0,0,0,0,0,264,1,18,0,5,1,0,0,0,0,1,181,1,1,0,0,0,14,0,3,0,0,2,0,1,1,0,4,1,1,2,0,7,0,0,1,169,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,260,0,1,18,0,7,0,6,0,0,0,0,1,0,1,3,0,4,17,615,0,1,0,0,0,0,0,1,49,0,91,0,0,0,0,10,1,14,0,0,0,0,0,0,0,3,0,0,0,0,1,26,0,6,0,0,0,0,0,0,0,0,3,6,16,27,22,0,24,40,1,0,0,0,4,3,0
2021-05-08 21:47:53+00:00,0,0,1,0,0,0,0,0,259,0,28,0,3,0,2,0,0,0,4,155,0,0,0,0,0,16,1,3,0,1,5,0,0,0,0,3,2,0,1,0,16,0,0,0,137,0,0,0,1,0,0,3,1,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,256,0,1,17,0,5,1,9,0,0,0,0,1,0,2,3,0,9,17,592,0,3,0,0,0,0,0,0,54,0,121,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,30,0,5,0,2,0,0,0,0,0,0,5,3,18,22,13,0,31,75,0,0,0,0,8,1,1
2021-05-08 22:12:13+00:00,0,0,0,0,0,0,0,0,220,0,16,0,2,0,1,0,0,1,1,152,0,0,0,0,0,11,0,1,0,0,4,0,3,0,1,4,1,1,0,0,15,0,0,1,119,0,0,0,0,0,0,1,0,0,0,0,3,2,0,1,0,0,1,1,3,5,0,0,267,1,0,20,0,2,0,9,0,0,0,1,0,0,2,1,0,3,15,564,0,0,0,0,0,0,0,0,44,0,125,0,1,0,0,3,0,15,0,0,0,0,0,0,0,1,0,0,0,0,2,30,0,2,0,3,0,0,0,0,0,0,9,2,12,30,28,0,31,81,0,0,0,0,4,0,0
2021-05-08 22:36:33+00:00,1,0,1,0,0,0,0,0,219,1,30,0,2,1,1,0,1,0,0,147,1,1,0,0,0,11,0,4,0,0,2,0,0,0,3,2,4,1,0,0,15,0,0,1,163,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,1,0,0,1,2,0,0,272,0,1,21,0,3,0,6,1,0,0,0,2,0,3,2,0,4,22,560,0,1,0,1,0,0,1,0,37,0,122,0,0,0,0,4,0,16,0,1,0,0,0,0,0,1,0,0,0,1,0,35,1,8,0,2,0,0,0,0,0,0,2,3,13,29,21,0,34,85,0,0,1,0,10,2,0
2021-05-08 23:00:54+00:00,0,0,0,0,0,0,1,0,230,1,23,0,6,0,1,0,0,0,0,157,0,1,0,0,0,12,0,4,0,0,7,0,1,0,0,1,0,1,1,1,12,0,0,0,132,0,0,0,0,0,0,2,0,1,0,0,0,6,0,0,0,0,0,1,3,5,0,0,280,0,1,26,0,7,0,6,1,0,0,0,1,0,1,2,0,5,20,542,0,1,0,0,0,0,0,0,24,0,127,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,38,1,6,0,1,0,0,0,0,0,0,7,3,16,21,32,0,26,42,0,0,0,0,4,3,0
2021-05-08 23:25:13+00:00,0,0,0,0,0,0,0,0,220,1,24,0,8,0,3,0,0,0,1,174,0,3,0,0,0,8,0,4,0,0,2,0,0,0,2,9,2,2,0,0,11,0,0,0,131,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4,2,1,0,262,0,1,21,0,3,0,4,1,0,0,1,2,0,0,4,0,4,13,603,0,1,0,0,0,0,0,0,8,0,114,0,0,0,0,0,0,8,0,0,0,1,0,0,0,2,0,0,0,0,1,37,0,4,0,0,0,0,0,0,0,0,10,3,14,12,14,0,37,44,0,0,0,0,9,1,2
2021-05-08 23:49:34+00:00,0,0,1,0,0,1,0,0,230,2,25,0,3,0,3,0,1,0,2,160,0,2,0,0,0,7,0,4,0,0,1,0,3,0,3,4,0,1,1,0,5,0,0,3,128,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,2,1,4,0,0,259,0,1,18,0,4,0,7,0,0,0,0,4,0,1,3,0,8,12,559,0,0,0,0,0,0,0,0,17,0,101,0,0,0,0,1,0,10,0,0,0,1,0,0,0,0,0,0,0,1,1,36,0,8,0,1,1,0,0,0,0,1,6,3,18,23,20,0,24,40,1,0,0,0,4,2,0
2021-05-09 00:13:54+00:00,0,0,0,0,0,0,0,0,245,1,16,0,1,0,2,0,0,0,1,161,0,4,0,0,0,14,0,1,0,0,2,0,1,0,4,1,0,1,0,0,11,0,0,0,153,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4,3,0,0,257,0,3,24,0,1,0,6,1,0,0,0,1,0,1,0,0,3,24,568,0,2,0,0,0,0,0,0,15,0,101,0,0,1,0,2,0,9,0,0,0,0,0,0,1,0,0,0,0,0,2,32,0,8,0,2,0,0,0,0,0,0,3,1,13,18,27,0,28,41,0,0,0,0,7,1,0
2021-05-09 00:38:15+00:00,0,0,0,0,1,0,1,0,243,2,14,0,4,0,0,0,0,0,3,176,0,3,0,0,0,7,0,2,0,0,2,0,1,1,2,6,1,1,3,0,9,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,265,0,2,22,0,2,0,8,0,0,0,2,1,0,2,1,0,2,12,580,0,0,1,0,0,0,0,2,37,0,94,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,9,0,0,0,0,1,1,0,0,2,2,22,22,26,0,34,49,0,0,0,0,10,2,0
2021-05-09 01:02:36+00:00,0,0,1,0,1,0,0,0,257,0,19,0,4,0,1,0,0,0,0,154,0,2,0,0,0,12,0,5,0,0,1,0,1,0,2,2,0,3,0,0,4,0,0,2,141,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,266,0,2,22,0,6,0,5,0,0,0,0,3,0,0,1,0,1,13,493,0,0,0,0,0,0,0,0,31,0,87,0,0,0,0,2,0,10,0,0,0,0,0,0,0,2,0,0,0,0,1,38,0,10,0,0,0,0,0,0,0,0,3,3,13,31,27,0,30,38,1,0,0,0,6,1,1
